fila,subfila,columna,subcolumna,valor
001 Francia,2014,Sectores Económicos,EXPORT,"37856,99"
001 Francia,2015,Sectores Económicos,EXPORT,"38650,01"
001 Francia,2016,Sectores Económicos,EXPORT,"39048,39"
001 Francia,2017,Sectores Económicos,EXPORT,"41415,10"
001 Francia,2018,Sectores Económicos,EXPORT,"43440,96"
001 Francia,2019,Sectores Económicos,EXPORT,"43892,88"
001 Francia,2020,Sectores Económicos,EXPORT,"34463,87"
004 Alemania,Total Fechas,Sectores Económicos,EXPORT,"522709,62"
004 Alemania,1995,Sectores Económicos,EXPORT,"10638,41"
004 Alemania,1996,Sectores Económicos,EXPORT,"11420,15"
004 Alemania,1997,Sectores Económicos,EXPORT,"12502,09"
004 Alemania,1998,Sectores Económicos,EXPORT,"13607,73"
004 Alemania,1999,Sectores Económicos,EXPORT,"13765,12"
004 Alemania,2000,Sectores Económicos,EXPORT,"15324,99"
004 Alemania,2001,Sectores Económicos,EXPORT,"15375,98"
004 Alemania,2002,Sectores Económicos,EXPORT,"15318,08"
004 Alemania,2003,Sectores Económicos,EXPORT,"16492,01"
004 Alemania,2004,Sectores Económicos,EXPORT,"17084,12"
004 Alemania,2005,Sectores Económicos,EXPORT,"17607,86"
004 Alemania,2006,Sectores Económicos,EXPORT,"18591,95"
004 Alemania,2007,Sectores Económicos,EXPORT,"19892,59"
004 Alemania,2008,Sectores Económicos,EXPORT,"19897,14"
004 Alemania,2009,Sectores Económicos,EXPORT,"17699,58"
004 Alemania,2010,Sectores Económicos,EXPORT,"19576,44"
004 Alemania,2011,Sectores Económicos,EXPORT,"22152,17"
004 Alemania,2012,Sectores Económicos,EXPORT,"23871,57"
004 Alemania,2013,Sectores Económicos,EXPORT,"23899,27"
004 Alemania,2014,Sectores Económicos,EXPORT,"24927,09"
004 Alemania,2015,Sectores Económicos,EXPORT,"27096,48"
004 Alemania,2016,Sectores Económicos,EXPORT,"29272,71"
004 Alemania,2017,Sectores Económicos,EXPORT,"30611,96"
004 Alemania,2018,Sectores Económicos,EXPORT,"30682,43"
004 Alemania,2019,Sectores Económicos,EXPORT,"31055,64"
004 Alemania,2020,Sectores Económicos,EXPORT,"24346,08"
005 Italia,Total Fechas,Sectores Económicos,EXPORT,"383476,61"
005 Italia,1995,Sectores Económicos,EXPORT,"6338,65"
005 Italia,1996,Sectores Económicos,EXPORT,"6825,21"
005 Italia,1997,Sectores Económicos,EXPORT,"9089,83"
005 Italia,1998,Sectores Económicos,EXPORT,"9228,58"
005 Italia,1999,Sectores Económicos,EXPORT,"9426,61"
005 Italia,2000,Sectores Económicos,EXPORT,"10855,20"
005 Italia,2001,Sectores Económicos,EXPORT,"11699,41"
005 Italia,2002,Sectores Económicos,EXPORT,"12551,40"
005 Italia,2003,Sectores Económicos,EXPORT,"13415,83"
005 Italia,2004,Sectores Económicos,EXPORT,"13276,31"
005 Italia,2005,Sectores Económicos,EXPORT,"12953,96"
005 Italia,2006,Sectores Económicos,EXPORT,"14528,67"
005 Italia,2007,Sectores Económicos,EXPORT,"16475,23"
005 Italia,2008,Sectores Económicos,EXPORT,"15177,29"
005 Italia,2009,Sectores Económicos,EXPORT,"13069,83"
005 Italia,2010,Sectores Económicos,EXPORT,"16488,63"
005 Italia,2011,Sectores Económicos,EXPORT,"17541,57"
005 Italia,2012,Sectores Económicos,EXPORT,"16798,26"
005 Italia,2013,Sectores Económicos,EXPORT,"16447,31"
005 Italia,2014,Sectores Económicos,EXPORT,"17415,45"
005 Italia,2015,Sectores Económicos,EXPORT,"18585,63"
005 Italia,2016,Sectores Económicos,EXPORT,"20261,58"
005 Italia,2017,Sectores Económicos,EXPORT,"22139,33"
005 Italia,2018,Sectores Económicos,EXPORT,"22833,16"
005 Italia,2019,Sectores Económicos,EXPORT,"23214,34"
005 Italia,2020,Sectores Económicos,EXPORT,"16839,35"
006 Reino Unido,Total Fechas,Sectores Económicos,EXPORT,"344196,81"
006 Reino Unido,1995,Sectores Económicos,EXPORT,"5494,09"
006 Reino Unido,1996,Sectores Económicos,EXPORT,"6484,79"
006 Reino Unido,1997,Sectores Económicos,EXPORT,"8175,53"
006 Reino Unido,1998,Sectores Económicos,EXPORT,"8408,18"
006 Reino Unido,1999,Sectores Económicos,EXPORT,"8747,65"
006 Reino Unido,2000,Sectores Económicos,EXPORT,"10198,91"
006 Reino Unido,2001,Sectores Económicos,EXPORT,"11714,45"
006 Reino Unido,2002,Sectores Económicos,EXPORT,"12863,45"
006 Reino Unido,2003,Sectores Económicos,EXPORT,"12901,80"
006 Reino Unido,2004,Sectores Económicos,EXPORT,"13266,04"
006 Reino Unido,2005,Sectores Económicos,EXPORT,"13025,63"
006 Reino Unido,2006,Sectores Económicos,EXPORT,"13579,22"
006 Reino Unido,2007,Sectores Económicos,EXPORT,"14278,54"
006 Reino Unido,2008,Sectores Económicos,EXPORT,"13381,38"
006 Reino Unido,2009,Sectores Económicos,EXPORT,"10091,66"
006 Reino Unido,2010,Sectores Económicos,EXPORT,"11540,76"
006 Reino Unido,2011,Sectores Económicos,EXPORT,"14116,17"
006 Reino Unido,2012,Sectores Económicos,EXPORT,"14242,91"
006 Reino Unido,2013,Sectores Económicos,EXPORT,"16103,85"
006 Reino Unido,2014,Sectores Económicos,EXPORT,"16630,19"
006 Reino Unido,2015,Sectores Económicos,EXPORT,"18219,53"
006 Reino Unido,2016,Sectores Económicos,EXPORT,"20076,73"
006 Reino Unido,2017,Sectores Económicos,EXPORT,"18740,29"
006 Reino Unido,2018,Sectores Económicos,EXPORT,"18581,02"
006 Reino Unido,2019,Sectores Económicos,EXPORT,"19666,39"
006 Reino Unido,2020,Sectores Económicos,EXPORT,"13667,65"
003 Países Bajos,Total Fechas,Sectores Económicos,EXPORT,"153366,80"
003 Países Bajos,1995,Sectores Económicos,EXPORT,"2531,43"
003 Países Bajos,1996,Sectores Económicos,EXPORT,"2665,37"
003 Países Bajos,1997,Sectores Económicos,EXPORT,"3384,34"
003 Países Bajos,1998,Sectores Económicos,EXPORT,"3462,26"
003 Países Bajos,1999,Sectores Económicos,EXPORT,"3847,04"
003 Países Bajos,2000,Sectores Económicos,EXPORT,"4570,02"
003 Países Bajos,2001,Sectores Económicos,EXPORT,"4584,12"
003 Países Bajos,2002,Sectores Económicos,EXPORT,"4315,80"
003 Países Bajos,2003,Sectores Económicos,EXPORT,"4704,94"
003 Países Bajos,2004,Sectores Económicos,EXPORT,"4894,81"
003 Países Bajos,2005,Sectores Económicos,EXPORT,"4845,59"
003 Países Bajos,2006,Sectores Económicos,EXPORT,"5636,94"
003 Países Bajos,2007,Sectores Económicos,EXPORT,"6042,95"
003 Países Bajos,2008,Sectores Económicos,EXPORT,"5936,68"
003 Países Bajos,2009,Sectores Económicos,EXPORT,"4826,32"
003 Países Bajos,2010,Sectores Económicos,EXPORT,"5877,53"
003 Países Bajos,2011,Sectores Económicos,EXPORT,"6346,58"
003 Países Bajos,2012,Sectores Económicos,EXPORT,"6982,90"
003 Países Bajos,2013,Sectores Económicos,EXPORT,"6949,32"
003 Países Bajos,2014,Sectores Económicos,EXPORT,"7713,49"
003 Países Bajos,2015,Sectores Económicos,EXPORT,"7952,45"
003 Países Bajos,2016,Sectores Económicos,EXPORT,"8257,39"
003 Países Bajos,2017,Sectores Económicos,EXPORT,"9592,72"
003 Países Bajos,2018,Sectores Económicos,EXPORT,"10174,68"
003 Países Bajos,2019,Sectores Económicos,EXPORT,"9829,63"
003 Países Bajos,2020,Sectores Económicos,EXPORT,"7441,51"
010 Portugal,Total Fechas,Sectores Económicos,EXPORT,"384913,35"
010 Portugal,1995,Sectores Económicos,EXPORT,"5805,87"
010 Portugal,1996,Sectores Económicos,EXPORT,"6847,22"
010 Portugal,1997,Sectores Económicos,EXPORT,"8468,89"
010 Portugal,1998,Sectores Económicos,EXPORT,"9407,38"
010 Portugal,1999,Sectores Económicos,EXPORT,"10495,54"
010 Portugal,2000,Sectores Económicos,EXPORT,"11854,78"
010 Portugal,2001,Sectores Económicos,EXPORT,"13225,18"
010 Portugal,2002,Sectores Económicos,EXPORT,"13559,61"
010 Portugal,2003,Sectores Económicos,EXPORT,"13291,98"
010 Portugal,2004,Sectores Económicos,EXPORT,"14340,71"
010 Portugal,2005,Sectores Económicos,EXPORT,"14838,21"
010 Portugal,2006,Sectores Económicos,EXPORT,"15173,06"
010 Portugal,2007,Sectores Económicos,EXPORT,"16002,87"
010 Portugal,2008,Sectores Económicos,EXPORT,"16719,54"
010 Portugal,2009,Sectores Económicos,EXPORT,"14707,85"
010 Portugal,2010,Sectores Económicos,EXPORT,"16439,59"
010 Portugal,2011,Sectores Económicos,EXPORT,"17561,49"
010 Portugal,2012,Sectores Económicos,EXPORT,"15826,90"
010 Portugal,2013,Sectores Económicos,EXPORT,"17220,52"
010 Portugal,2014,Sectores Económicos,EXPORT,"17745,61"
010 Portugal,2015,Sectores Económicos,EXPORT,"17871,82"
010 Portugal,2016,Sectores Económicos,EXPORT,"18031,49"
010 Portugal,2017,Sectores Económicos,EXPORT,"20042,42"
010 Portugal,2018,Sectores Económicos,EXPORT,"21297,61"
010 Portugal,2019,Sectores Económicos,EXPORT,"21905,29"
010 Portugal,2020,Sectores Económicos,EXPORT,"16231,93"
017 Bélgica,Total Fechas,Sectores Económicos,EXPORT,"122276,36"
017 Bélgica,1999,Sectores Económicos,EXPORT,"2974,54"
017 Bélgica,2000,Sectores Económicos,EXPORT,"3379,17"
017 Bélgica,2001,Sectores Económicos,EXPORT,"3723,24"
017 Bélgica,2002,Sectores Económicos,EXPORT,"3529,71"
017 Bélgica,2003,Sectores Económicos,EXPORT,"4128,91"
017 Bélgica,2004,Sectores Económicos,EXPORT,"4447,66"
017 Bélgica,2005,Sectores Económicos,EXPORT,"4383,35"
017 Bélgica,2006,Sectores Económicos,EXPORT,"4978,72"
017 Bélgica,2007,Sectores Económicos,EXPORT,"5217,47"
017 Bélgica,2008,Sectores Económicos,EXPORT,"5660,61"
017 Bélgica,2009,Sectores Económicos,EXPORT,"4396,71"
017 Bélgica,2010,Sectores Económicos,EXPORT,"5271,80"
017 Bélgica,2011,Sectores Económicos,EXPORT,"6080,73"
017 Bélgica,2012,Sectores Económicos,EXPORT,"6265,21"
017 Bélgica,2013,Sectores Económicos,EXPORT,"6153,27"
017 Bélgica,2014,Sectores Económicos,EXPORT,"6091,10"
017 Bélgica,2015,Sectores Económicos,EXPORT,"6580,46"
017 Bélgica,2016,Sectores Económicos,EXPORT,"8119,08"
017 Bélgica,2017,Sectores Económicos,EXPORT,"8324,94"
017 Bélgica,2018,Sectores Económicos,EXPORT,"8358,03"
017 Bélgica,2019,Sectores Económicos,EXPORT,"8291,71"
017 Bélgica,2020,Sectores Económicos,EXPORT,"5919,94"
400 Estados Unidos,Total Fechas,Sectores Económicos,EXPORT,"197407,82"
400 Estados Unidos,1995,Sectores Económicos,EXPORT,"2875,34"
400 Estados Unidos,1996,Sectores Económicos,EXPORT,"3262,75"
400 Estados Unidos,1997,Sectores Económicos,EXPORT,"4086,22"
400 Estados Unidos,1998,Sectores Económicos,EXPORT,"4187,15"
400 Estados Unidos,1999,Sectores Económicos,EXPORT,"4598,67"
400 Estados Unidos,2000,Sectores Económicos,EXPORT,"6051,67"
400 Estados Unidos,2001,Sectores Económicos,EXPORT,"5651,56"
400 Estados Unidos,2002,Sectores Económicos,EXPORT,"5787,51"
400 Estados Unidos,2003,Sectores Económicos,EXPORT,"5689,34"
400 Estados Unidos,2004,Sectores Económicos,EXPORT,"5801,98"
400 Estados Unidos,2005,Sectores Económicos,EXPORT,"6392,60"
400 Estados Unidos,2006,Sectores Económicos,EXPORT,"7525,67"
400 Estados Unidos,2007,Sectores Económicos,EXPORT,"7441,65"
400 Estados Unidos,2008,Sectores Económicos,EXPORT,"7544,37"
400 Estados Unidos,2009,Sectores Económicos,EXPORT,"5705,87"
400 Estados Unidos,2010,Sectores Económicos,EXPORT,"6592,46"
400 Estados Unidos,2011,Sectores Económicos,EXPORT,"7913,72"
400 Estados Unidos,2012,Sectores Económicos,EXPORT,"9020,26"
400 Estados Unidos,2013,Sectores Económicos,EXPORT,"8762,04"
400 Estados Unidos,2014,Sectores Económicos,EXPORT,"10657,47"
400 Estados Unidos,2015,Sectores Económicos,EXPORT,"11504,15"
400 Estados Unidos,2016,Sectores Económicos,EXPORT,"11371,26"
400 Estados Unidos,2017,Sectores Económicos,EXPORT,"12468,07"
400 Estados Unidos,2018,Sectores Económicos,EXPORT,"12786,75"
400 Estados Unidos,2019,Sectores Económicos,EXPORT,"13739,77"
400 Estados Unidos,2020,Sectores Económicos,EXPORT,"9989,51"
204 Marruecos,Total Fechas,Sectores Económicos,EXPORT,"95717,94"
204 Marruecos,1995,Sectores Económicos,EXPORT,"588,91"
204 Marruecos,1996,Sectores Económicos,EXPORT,"635,55"
204 Marruecos,1997,Sectores Económicos,EXPORT,"769,85"
204 Marruecos,1998,Sectores Económicos,EXPORT,"968,41"
204 Marruecos,1999,Sectores Económicos,EXPORT,"1105,74"
204 Marruecos,2000,Sectores Económicos,EXPORT,"1370,90"
204 Marruecos,2001,Sectores Económicos,EXPORT,"1497,82"
204 Marruecos,2002,Sectores Económicos,EXPORT,"1695,20"
204 Marruecos,2003,Sectores Económicos,EXPORT,"1874,63"
204 Marruecos,2004,Sectores Económicos,EXPORT,"2186,34"
204 Marruecos,2005,Sectores Económicos,EXPORT,"2242,58"
204 Marruecos,2006,Sectores Económicos,EXPORT,"2602,93"
204 Marruecos,2007,Sectores Económicos,EXPORT,"3064,83"
204 Marruecos,2008,Sectores Económicos,EXPORT,"3663,64"
204 Marruecos,2009,Sectores Económicos,EXPORT,"3085,31"
204 Marruecos,2010,Sectores Económicos,EXPORT,"3482,82"
204 Marruecos,2011,Sectores Económicos,EXPORT,"4130,31"
204 Marruecos,2012,Sectores Económicos,EXPORT,"5294,76"
204 Marruecos,2013,Sectores Económicos,EXPORT,"5521,26"
204 Marruecos,2014,Sectores Económicos,EXPORT,"5833,66"
204 Marruecos,2015,Sectores Económicos,EXPORT,"6130,69"
204 Marruecos,2016,Sectores Económicos,EXPORT,"7130,52"
204 Marruecos,2017,Sectores Económicos,EXPORT,"8042,12"
204 Marruecos,2018,Sectores Económicos,EXPORT,"8227,15"
204 Marruecos,2019,Sectores Económicos,EXPORT,"8516,20"
204 Marruecos,2020,Sectores Económicos,EXPORT,"6055,85"
052 Turquía,Total Fechas,Sectores Económicos,EXPORT,"79366,59"
052 Turquía,1995,Sectores Económicos,EXPORT,"477,58"
052 Turquía,1996,Sectores Económicos,EXPORT,"751,21"
052 Turquía,1997,Sectores Económicos,EXPORT,"1095,09"
052 Turquía,1998,Sectores Económicos,EXPORT,"1149,93"
052 Turquía,1999,Sectores Económicos,EXPORT,"1248,37"
052 Turquía,2000,Sectores Económicos,EXPORT,"2117,09"
052 Turquía,2001,Sectores Económicos,EXPORT,"1111,78"
052 Turquía,2002,Sectores Económicos,EXPORT,"1453,93"
052 Turquía,2003,Sectores Económicos,EXPORT,"1737,83"
052 Turquía,2004,Sectores Económicos,EXPORT,"2599,16"
052 Turquía,2005,Sectores Económicos,EXPORT,"2695,11"
052 Turquía,2006,Sectores Económicos,EXPORT,"2785,38"
052 Turquía,2007,Sectores Económicos,EXPORT,"2946,93"
052 Turquía,2008,Sectores Económicos,EXPORT,"3006,40"
052 Turquía,2009,Sectores Económicos,EXPORT,"2842,54"
052 Turquía,2010,Sectores Económicos,EXPORT,"3746,50"
052 Turquía,2011,Sectores Económicos,EXPORT,"4465,01"
052 Turquía,2012,Sectores Económicos,EXPORT,"4730,09"
052 Turquía,2013,Sectores Económicos,EXPORT,"4824,46"
052 Turquía,2014,Sectores Económicos,EXPORT,"5002,09"
052 Turquía,2015,Sectores Económicos,EXPORT,"5066,44"
052 Turquía,2016,Sectores Económicos,EXPORT,"5178,88"
052 Turquía,2017,Sectores Económicos,EXPORT,"5705,34"
052 Turquía,2018,Sectores Económicos,EXPORT,"4827,50"
052 Turquía,2019,Sectores Económicos,EXPORT,"4465,60"
052 Turquía,2020,Sectores Económicos,EXPORT,"3336,33"
720 China,Total Fechas,Sectores Económicos,EXPORT,"68944,68"
720 China,1995,Sectores Económicos,EXPORT,"679,64"
720 China,1996,Sectores Económicos,EXPORT,"468,30"
720 China,1997,Sectores Económicos,EXPORT,"428,84"
720 China,1998,Sectores Económicos,EXPORT,"469,41"
720 China,1999,Sectores Económicos,EXPORT,"442,25"
720 China,2000,Sectores Económicos,EXPORT,"553,49"
720 China,2001,Sectores Económicos,EXPORT,"634,36"
720 China,2002,Sectores Económicos,EXPORT,"796,15"
720 China,2003,Sectores Económicos,EXPORT,"1100,36"
720 China,2004,Sectores Económicos,EXPORT,"1162,26"
720 China,2005,Sectores Económicos,EXPORT,"1527,31"
720 China,2006,Sectores Económicos,EXPORT,"1722,20"
720 China,2007,Sectores Económicos,EXPORT,"2126,67"
720 China,2008,Sectores Económicos,EXPORT,"2152,73"
720 China,2009,Sectores Económicos,EXPORT,"1986,11"
720 China,2010,Sectores Económicos,EXPORT,"2663,45"
720 China,2011,Sectores Económicos,EXPORT,"3387,34"
720 China,2012,Sectores Económicos,EXPORT,"3784,82"
720 China,2013,Sectores Económicos,EXPORT,"3943,02"
720 China,2014,Sectores Económicos,EXPORT,"4060,24"
720 China,2015,Sectores Económicos,EXPORT,"4383,96"
720 China,2016,Sectores Económicos,EXPORT,"4878,12"
720 China,2017,Sectores Económicos,EXPORT,"5953,06"
720 China,2018,Sectores Económicos,EXPORT,"6278,40"
720 China,2019,Sectores Económicos,EXPORT,"6800,77"
720 China,2020,Sectores Económicos,EXPORT,"6561,40"
060 Polonia,Total Fechas,Sectores Económicos,EXPORT,"69703,21"
060 Polonia,1995,Sectores Económicos,EXPORT,"336,10"
060 Polonia,1996,Sectores Económicos,EXPORT,"476,57"
060 Polonia,1997,Sectores Económicos,EXPORT,"711,72"
060 Polonia,1998,Sectores Económicos,EXPORT,"861,03"
060 Polonia,1999,Sectores Económicos,EXPORT,"842,38"
060 Polonia,2000,Sectores Económicos,EXPORT,"1012,17"
060 Polonia,2001,Sectores Económicos,EXPORT,"1153,83"
060 Polonia,2002,Sectores Económicos,EXPORT,"1293,47"
060 Polonia,2003,Sectores Económicos,EXPORT,"1367,56"
060 Polonia,2004,Sectores Económicos,EXPORT,"1479,72"
060 Polonia,2005,Sectores Económicos,EXPORT,"1551,95"
060 Polonia,2006,Sectores Económicos,EXPORT,"1843,51"
060 Polonia,2007,Sectores Económicos,EXPORT,"2446,20"
060 Polonia,2008,Sectores Económicos,EXPORT,"2716,38"
060 Polonia,2009,Sectores Económicos,EXPORT,"2427,06"
060 Polonia,2010,Sectores Económicos,EXPORT,"2803,20"
060 Polonia,2011,Sectores Económicos,EXPORT,"3478,59"
060 Polonia,2012,Sectores Económicos,EXPORT,"3497,06"
060 Polonia,2013,Sectores Económicos,EXPORT,"3844,18"
060 Polonia,2014,Sectores Económicos,EXPORT,"3929,60"
060 Polonia,2015,Sectores Económicos,EXPORT,"4743,20"
060 Polonia,2016,Sectores Económicos,EXPORT,"4809,91"
060 Polonia,2017,Sectores Económicos,EXPORT,"5452,56"
060 Polonia,2018,Sectores Económicos,EXPORT,"5613,37"
060 Polonia,2019,Sectores Económicos,EXPORT,"6181,33"
060 Polonia,2020,Sectores Económicos,EXPORT,"4830,56"
208 Argelia,Total Fechas,Sectores Económicos,EXPORT,"46727,33"
208 Argelia,1995,Sectores Económicos,EXPORT,"742,58"
208 Argelia,1996,Sectores Económicos,EXPORT,"544,46"
208 Argelia,1997,Sectores Económicos,EXPORT,"528,75"
208 Argelia,1998,Sectores Económicos,EXPORT,"612,86"
208 Argelia,1999,Sectores Económicos,EXPORT,"500,87"
208 Argelia,2000,Sectores Económicos,EXPORT,"548,04"
208 Argelia,2001,Sectores Económicos,EXPORT,"579,77"
208 Argelia,2002,Sectores Económicos,EXPORT,"752,48"
208 Argelia,2003,Sectores Económicos,EXPORT,"758,98"
208 Argelia,2004,Sectores Económicos,EXPORT,"828,10"
208 Argelia,2005,Sectores Económicos,EXPORT,"1238,95"
208 Argelia,2006,Sectores Económicos,EXPORT,"1076,09"
208 Argelia,2007,Sectores Económicos,EXPORT,"1349,77"
208 Argelia,2008,Sectores Económicos,EXPORT,"2162,94"
208 Argelia,2009,Sectores Económicos,EXPORT,"2093,59"
208 Argelia,2010,Sectores Económicos,EXPORT,"2041,15"
208 Argelia,2011,Sectores Económicos,EXPORT,"2498,80"
208 Argelia,2012,Sectores Económicos,EXPORT,"3461,15"
208 Argelia,2013,Sectores Económicos,EXPORT,"3894,13"
208 Argelia,2014,Sectores Económicos,EXPORT,"3696,00"
208 Argelia,2015,Sectores Económicos,EXPORT,"3269,86"
208 Argelia,2016,Sectores Económicos,EXPORT,"3003,88"
208 Argelia,2017,Sectores Económicos,EXPORT,"2673,12"
208 Argelia,2018,Sectores Económicos,EXPORT,"3380,76"
208 Argelia,2019,Sectores Económicos,EXPORT,"2913,85"
208 Argelia,2020,Sectores Económicos,EXPORT,"1576,40"
039 Suiza,Total Fechas,Sectores Económicos,EXPORT,"70188,95"
039 Suiza,1995,Sectores Económicos,EXPORT,"777,11"
039 Suiza,1996,Sectores Económicos,EXPORT,"884,09"
039 Suiza,1997,Sectores Económicos,EXPORT,"956,77"
039 Suiza,1998,Sectores Económicos,EXPORT,"1087,76"
039 Suiza,1999,Sectores Económicos,EXPORT,"1083,07"
039 Suiza,2000,Sectores Económicos,EXPORT,"1206,67"
039 Suiza,2001,Sectores Económicos,EXPORT,"1261,52"
039 Suiza,2002,Sectores Económicos,EXPORT,"1639,81"
039 Suiza,2003,Sectores Económicos,EXPORT,"1471,83"
039 Suiza,2004,Sectores Económicos,EXPORT,"1550,20"
039 Suiza,2005,Sectores Económicos,EXPORT,"2568,90"
039 Suiza,2006,Sectores Económicos,EXPORT,"2629,97"
039 Suiza,2007,Sectores Económicos,EXPORT,"2428,83"
039 Suiza,2008,Sectores Económicos,EXPORT,"2498,61"
039 Suiza,2009,Sectores Económicos,EXPORT,"2663,86"
039 Suiza,2010,Sectores Económicos,EXPORT,"3429,30"
039 Suiza,2011,Sectores Económicos,EXPORT,"4177,32"
039 Suiza,2012,Sectores Económicos,EXPORT,"4619,67"
039 Suiza,2013,Sectores Económicos,EXPORT,"4182,19"
039 Suiza,2014,Sectores Económicos,EXPORT,"3574,82"
039 Suiza,2015,Sectores Económicos,EXPORT,"3897,31"
039 Suiza,2016,Sectores Económicos,EXPORT,"3991,18"
039 Suiza,2017,Sectores Económicos,EXPORT,"4143,92"
039 Suiza,2018,Sectores Económicos,EXPORT,"4196,11"
039 Suiza,2019,Sectores Económicos,EXPORT,"5032,04"
039 Suiza,2020,Sectores Económicos,EXPORT,"4236,06"
412 México,Total Fechas,Sectores Económicos,EXPORT,"68385,94"
412 México,1995,Sectores Económicos,EXPORT,"424,48"
412 México,1996,Sectores Económicos,EXPORT,"411,33"
412 México,1997,Sectores Económicos,EXPORT,"771,67"
412 México,1998,Sectores Económicos,EXPORT,"1070,25"
412 México,1999,Sectores Económicos,EXPORT,"1140,40"
412 México,2000,Sectores Económicos,EXPORT,"1509,70"
412 México,2001,Sectores Económicos,EXPORT,"1983,52"
412 México,2002,Sectores Económicos,EXPORT,"2340,82"
412 México,2003,Sectores Económicos,EXPORT,"2197,95"
412 México,2004,Sectores Económicos,EXPORT,"2286,73"
412 México,2005,Sectores Económicos,EXPORT,"2647,91"
412 México,2006,Sectores Económicos,EXPORT,"3018,75"
412 México,2007,Sectores Económicos,EXPORT,"3182,36"
412 México,2008,Sectores Económicos,EXPORT,"2806,50"
412 México,2009,Sectores Económicos,EXPORT,"2471,01"
412 México,2010,Sectores Económicos,EXPORT,"2805,97"
412 México,2011,Sectores Económicos,EXPORT,"2934,06"
412 México,2012,Sectores Económicos,EXPORT,"3271,24"
412 México,2013,Sectores Económicos,EXPORT,"3226,38"
412 México,2014,Sectores Económicos,EXPORT,"3467,28"
412 México,2015,Sectores Económicos,EXPORT,"4264,26"
412 México,2016,Sectores Económicos,EXPORT,"4095,39"
412 México,2017,Sectores Económicos,EXPORT,"4598,27"
412 México,2018,Sectores Económicos,EXPORT,"4562,85"
412 México,2019,Sectores Económicos,EXPORT,"4295,74"
412 México,2020,Sectores Económicos,EXPORT,"2601,11"
288 Nigeria,Total Fechas,Sectores Económicos,EXPORT,"5933,59"
288 Nigeria,1995,Sectores Económicos,EXPORT,"63,77"
288 Nigeria,1996,Sectores Económicos,EXPORT,"125,54"
288 Nigeria,1997,Sectores Económicos,EXPORT,"79,83"
288 Nigeria,1998,Sectores Económicos,EXPORT,"111,79"
